Date,Open,High,Low,Close,Adj Close,Volume,daily_return,volatility_5d,ma_5,ma_10,volume_zscore_5d,news_count,sent_compound_mean
2025-08-20,509.8699951171875,511.0,504.44000244140625,505.7200012207031,504.8900146484375,27723000,,,,,,0,0.0
2025-08-21,503.69000244140625,507.6300048828125,502.7200012207031,504.239990234375,504.239990234375,18443300,-0.00292654232135503,,,,,0,0.0
2025-08-22,504.25,510.7300109863281,502.4100036621094,507.2300109863281,507.2300109863281,24324200,0.005929757278004377,,505.73000081380206,,0.21583506140739045,0,0.0
2025-08-25,506.6300048828125,508.19000244140625,504.1199951171875,504.260009765625,504.260009765625,21638600,-0.0058553341804989945,0.006135962910485074,505.3625030517578,,-0.4079986070961495,0,0.0
2025-08-26,504.3599853515625,504.9800109863281,498.510009765625,502.0400085449219,502.0400085449219,30835700,-0.004402493114088024,0.005298937166269003,504.6980041503906,504.6980041503906,1.42926894045831,0,0.0
2025-08-27,502.0,507.2900085449219,499.8999938964844,506.739990234375,506.739990234375,17277900,0.00936176720870363,0.006785061168842184,504.902001953125,505.038335164388,-1.0790572866741186,0,0.0
2025-08-28,507.0899963378906,511.0899963378906,505.5,509.6400146484375,509.6400146484375,18015600,0.005722904191400424,0.006820599833410371,505.9820068359375,505.69571794782365,-0.8953646235993131,0,0.0
2025-08-29,508.6600036621094,509.6000061035156,504.489990234375,506.69000244140625,506.69000244140625,20961600,-0.005788423440546087,0.007200384027994129,505.87400512695314,505.8200035095215,-0.16204044665774406,0,0.0
2025-09-02,500.4700012207031,506.0,496.80999755859375,505.1199951171875,505.1199951171875,18128000,-0.0030985559546348185,0.006749789078057083,506.04600219726564,505.74222479926215,-0.5768594412899614,0,0.0
2025-09-03,503.7900085449219,507.7900085449219,502.32000732421875,505.3500061035156,505.3500061035156,16345100,0.0004553590999198942,0.006222056466597732,506.7080017089844,505.7030029296875,-1.1650738046944553,0,0.0
2025-09-04,504.29998779296875,508.1499938964844,503.1499938964844,507.9700012207031,507.9700012207031,15509500,0.005184515851476723,0.005042796024058698,506.95400390625,505.9280029296875,-1.2195878089540388,0,0.0
2025-09-05,509.07000732421875,511.9700012207031,492.3699951171875,495.0,495.0,31994800,-0.025533006259296664,0.011794796582350659,504.0260009765625,505.00400390625,1.9006407600087116,0,0.0
2025-09-08,498.1099853515625,501.20001220703125,495.0299987792969,498.20001220703125,498.20001220703125,16771000,0.006464671125315569,0.012997937667606024,502.3280029296875,504.1010040283203,-0.4819193810522264,0,0.0
2025-09-09,501.42999267578125,502.25,497.70001220703125,498.4100036621094,498.4100036621094,14410500,0.00042150030094911806,0.0131068150150129,500.9860046386719,503.51600341796876,-0.7022590937036932,0,0.0
2025-09-10,502.9800109863281,503.2300109863281,496.7200012207031,500.3699951171875,500.3699951171875,21611800,0.003932488193810091,0.013398546347827528,499.99000244140626,503.3490020751953,0.24050380070386132,0,0.0
2025-09-11,502.25,503.1700134277344,497.8800048828125,501.010009765625,501.010009765625,18881600,0.0012790827881028477,0.012989450499568015,498.59800415039064,502.7760040283203,-0.30313359090605435,0,0.0
2025-09-12,506.6499938964844,512.5499877929688,503.8500061035156,509.8999938964844,509.8999938964844,23624900,0.017744124783092063,0.006996726167664627,501.5780029296875,502.802001953125,1.386000752384866,0,0.0
2025-09-15,508.7900085449219,515.469970703125,507.0,515.3599853515625,515.3599853515625,17143800,0.010707965327386493,0.007321765821941699,505.00999755859374,503.66900024414065,-0.6135103053518551,0,0.0
2025-09-16,516.8800048828125,517.22998046875,508.6000061035156,509.0400085449219,509.0400085449219,19711900,-0.012263227620067041,0.011240618789068374,507.13599853515626,504.0610015869141,-0.21578790742393889,0,0.0
2025-09-17,510.6400146484375,511.2900085449219,505.94000244140625,510.0199890136719,510.0199890136719,14545842,0.001925154118143313,0.011291867070459656,509.0659973144531,504.5279998779297,-1.412596453517841,20,0.362835
