Date,Open,High,Low,Close,Adj Close,Volume,daily_return,volatility_5d,ma_5,ma_10,volume_zscore_5d,news_count,sent_compound_mean
2025-08-20,229.97999572753906,230.47000122070312,225.77000427246094,226.00999450683594,226.00999450683594,42263900,,,,,,0,0.0
2025-08-21,226.27000427246094,226.52000427246094,223.77999877929688,224.89999389648438,224.89999389648438,30621200,-0.004911289931109564,,,,,0,0.0
2025-08-22,226.1699981689453,229.08999633789062,225.41000366210938,227.75999450683594,227.75999450683594,42477800,0.012716766064777785,,226.22332763671875,,0.7263256224254403,0,0.0
2025-08-25,226.47999572753906,229.3000030517578,226.22999572753906,227.16000366210938,227.16000366210938,30983100,-0.0026343118159346535,0.009588087918791247,226.4574966430664,,-0.9683976826312318,0,0.0
2025-08-26,226.8699951171875,229.49000549316406,224.69000244140625,229.30999755859375,229.30999755859375,54575100,0.009464667467088184,0.008733165595044994,227.0279968261719,227.0279968261719,1.6236387109793233,0,0.0
2025-08-27,228.61000061035156,230.89999389648438,228.25999450683594,230.49000549316406,230.49000549316406,31259500,0.00514590705653295,0.007592321088718453,227.9239990234375,227.60499827067056,-0.7136072151738968,0,0.0
2025-08-28,230.82000732421875,233.41000366210938,229.33999633789062,232.55999755859375,232.55999755859375,38074700,0.008980832210059075,0.005886119096613295,229.45599975585938,228.31285531180245,-0.1608123496399865,0,0.0
2025-08-29,232.50999450683594,233.3800048828125,231.3699951171875,232.13999938964844,232.13999938964844,39418400,-0.00180597769760249,0.005778488836065751,230.33200073242188,228.7912483215332,0.06486297397418858,0,0.0
2025-09-02,229.25,230.85000610351562,226.97000122070312,229.72000122070312,229.72000122070312,44075600,-0.010424735828844955,0.008408912524784878,230.84400024414063,228.89444308810764,0.33583266899502323,0,0.0
2025-09-03,237.2100067138672,238.85000610351562,234.36000061035156,238.47000122070312,238.47000122070312,66427800,0.038089848308826335,0.018372090917084794,232.6760009765625,229.85199890136718,1.879658754512277,0,0.0
2025-09-04,238.4499969482422,239.89999389648438,236.74000549316406,239.77999877929688,239.77999877929688,47549400,0.005493343195739575,0.01835926333788413,234.53399963378905,231.22899932861327,0.04302769844834376,0,0.0
2025-09-05,240.0,241.32000732421875,238.49000549316406,239.69000244140625,239.69000244140625,54870400,-0.00037532879451496193,0.01871613043337462,235.96000061035156,232.70800018310547,0.4663204613336625,0,0.0
2025-09-08,239.3000030517578,240.14999389648438,236.33999633789062,237.8800048828125,237.8800048828125,48999500,-0.007551410322323426,0.019490544157458184,237.10800170898438,233.72000122070312,-0.4318073118183111,0,0.0
2025-09-09,237.0,238.77999877929688,233.36000061035156,234.35000610351562,234.35000610351562,66313900,-0.014839409394815983,0.020443313384875206,238.03400268554688,234.43900146484376,1.1612401033812898,0,0.0
2025-09-10,232.19000244140625,232.4199981689453,225.9499969482422,226.7899932861328,226.7899932861328,83440800,-0.03225949486019408,0.014641847703593228,235.6980010986328,234.18700103759767,1.7379948421806017,0,0.0
2025-09-11,226.8800048828125,230.4499969482422,226.64999389648438,230.02999877929688,230.02999877929688,50208600,0.014286368839370622,0.0172497129404372,233.7480010986328,234.14100036621093,-0.8196637885489231,0,0.0
2025-09-12,229.22000122070312,234.50999450683594,229.02000427246094,234.07000732421875,234.07000732421875,55824200,0.017562963814985233,0.020775514162882733,232.6240020751953,234.29200134277343,-0.40106229438755586,0,0.0
2025-09-15,237.0,238.19000244140625,235.02999877929688,236.6999969482422,236.6999969482422,42699500,0.011235910376080627,0.02177421008381848,232.38800048828125,234.7480010986328,-1.2010357623324726,0,0.0
2025-09-16,237.17999267578125,241.22000122070312,236.32000732421875,238.14999389648438,238.14999389648438,63421100,0.0061258849469238985,0.02036868685329501,233.147998046875,235.59100036621095,0.3088987670253089,0,0.0
2025-09-17,238.97000122070312,240.10000610351562,237.7301025390625,238.99000549316406,238.99000549316406,42274414,0.0035272375318422533,0.005755530953632153,235.58800048828124,235.64300079345702,-1.0711318408881687,20,0.35333000000000003
