Date,Open,High,Low,Close,Adj Close,Volume,daily_return,volatility_5d,ma_5,ma_10,volume_zscore_5d,news_count,sent_compound_mean
2025-08-19,116241.859375,116764.5,112730.3984375,112831.1796875,112831.1796875,71657600353,,,,,,0,0.0
2025-08-20,112828.0234375,114625.796875,112387.9609375,114274.7421875,114274.7421875,67993811526,0.012794003430595335,,,,,0,0.0
2025-08-21,114275.6875,114802.6484375,111986.234375,112419.03125,112419.03125,57817883700,-0.01623902974513114,,113174.984375,,-1.3672854479588121,0,0.0
2025-08-22,112433.734375,117377.3984375,111678.9453125,116874.0859375,116874.0859375,82528088240,0.03962900798880531,0.0279412243983167,114099.759765625,,1.4183066704325347,0,0.0
2025-08-23,116866.3671875,116996.25,114536.109375,115374.328125,115374.328125,55377142586,-0.012832252765613172,0.025988406295287883,114354.6734375,114354.6734375,-1.1899670364426624,0,0.0
2025-08-24,115387.390625,115615.0859375,111060.546875,113458.4296875,113458.4296875,73961489632,-0.016605933647771742,0.024643323018804526,114480.1234375,114205.29947916667,0.6371630634970242,0,0.0
2025-08-25,113456.8984375,113637.84375,109324.28125,110124.3515625,110124.3515625,85706860190,-0.029385900493979156,0.026865424066441056,113650.0453125,113622.30691964286,1.1744113855043437,0,0.0
2025-08-26,110124.1015625,112397.015625,108762.0390625,111802.65625,111802.65625,69396320317,0.015240086898922645,0.027854734883342815,113526.7703125,113394.8505859375,-0.3724765447955207,0,0.0
2025-08-27,111795.7109375,112619.4140625,110398.265625,111222.0625,111222.0625,62137056409,-0.005193022862549412,0.016487442451022162,112396.365625,113153.4296875,-0.6932957799007106,0,0.0
2025-08-28,111219.0546875,113450.078125,110900.921875,112544.8046875,112544.8046875,58860155962,0.01189280397942638,0.01886965346053151,111830.4609375,113092.5671875,-1.1772692611379718,0,0.0
2025-08-29,112550.5234375,112619.0546875,107559.625,108410.8359375,108410.8359375,77843379644,-0.036731759955323295,0.02357479793141788,110820.9421875,112650.5328125,0.7116090181989669,0,0.0
2025-08-30,108409.40625,108929.3515625,107444.4453125,108808.0703125,108808.0703125,51486264208,0.003664157476186425,0.020847958330488928,110557.6859375,112103.865625,-1.3804744881366695,0,0.0
2025-08-31,108818.4609375,109491.0,108104.65625,108236.7109375,108236.7109375,47986191770,-0.00525107534173741,0.018430120583292433,109844.496875,111685.63359375,-1.1230455017790821,0,0.0
2025-09-01,108228.75,109890.5859375,107271.1796875,109250.59375,109250.59375,66870372995,0.009367272930950854,0.0197560588638122,109450.203125,110923.284375,0.5804052951102258,0,0.0
2025-09-02,109243.0703125,111748.015625,108454.03125,111200.5859375,111200.5859375,74776999491,0.017848801737061493,0.021046935631632065,109181.359375,110505.91015625,0.9097934602869006,0,0.0
2025-09-03,111190.6953125,112600.2265625,110582.9609375,111723.2109375,111723.2109375,61119643565,0.004699840343410866,0.00844754777354702,109843.834375,110332.38828125,0.06837322515087742,0,0.0
2025-09-04,111718.1484375,112208.328125,109347.2265625,110723.6015625,110723.6015625,60131132901,-0.008947195185422974,0.01087723693754438,110226.940625,110392.31328125,-0.23238879910248622,0,0.0
2025-09-05,110723.015625,113357.4921875,110233.3984375,110650.984375,110650.984375,60241647677,-0.0006558419928113235,0.01011587306947891,110709.7953125,110277.14609375,-0.7758805892665346,0,0.0
2025-09-06,110650.5703125,111275.015625,110024.0859375,110224.6953125,110224.6953125,21500719036,-0.0038525555367432407,0.010240314056696436,110904.615625,110177.409375,-1.9018259219541682,0,0.0
2025-09-07,110221.328125,111591.078125,110211.625,111167.6171875,111167.6171875,24618007520,0.008554542812086785,0.00690263028651569,110898.021875,110039.690625,-1.137922173750642,0,0.0
2025-09-08,111163.015625,112869.234375,110630.609375,112071.4296875,112071.4296875,40212813407,0.008130177859939192,0.007624289407130914,110967.665625,110405.75,-0.0677811395703773,0,0.0
2025-09-09,112077.578125,113225.4375,110776.703125,111530.546875,111530.546875,45984480722,-0.004826232823193166,0.006462199032927075,111129.0546875,110677.99765625,0.5249287742260065,0,0.0
2025-09-10,111531.25,114275.25,110940.078125,113955.359375,113955.359375,56377473784,0.02174124101370767,0.01087563100268841,111789.9296875,111249.8625,1.4233940888720518,0,0.0
2025-09-11,113961.4296875,115522.546875,113453.8359375,115507.5390625,115507.5390625,45685065332,0.013620945043858246,0.009680209371325348,112846.4984375,111875.55703125,0.29925616163915736,0,0.0
2025-09-12,115507.7890625,116769.3828125,114794.484375,116101.578125,116101.578125,54785725894,0.005142859655061782,0.009876835162866741,113833.290625,112365.65625,1.016984424987468,0,0.0
2025-09-13,116093.5625,116334.6328125,115248.2734375,115950.5078125,115950.5078125,34549454947,-0.0013011908618274504,0.010877524440371999,114609.10625,112788.3859375,-1.654599372894375,0,0.0
2025-09-14,115950.2890625,116181.5,115222.3984375,115407.65625,115407.65625,32798036057,-0.004681752350561785,0.010838790299880025,115384.528125,113256.79140625,-1.2242962387045078,0,0.0
2025-09-15,115399.6328125,116747.8828125,114461.0625,115444.875,115444.875,52937859416,0.0003224981011604733,0.007094988558460592,115682.43125,113736.18046875,0.9659265607845767,0,0.0
2025-09-16,115423.7578125,117005.2734375,114813.09375,116843.1875,116843.1875,45781744593,0.012112382641498831,0.006518950492374036,115949.5609375,114398.0296875,0.17705425385004497,0,0.0
2025-09-17,116843.40625,117303.328125,114926.640625,115696.234375,115696.234375,58930376704,-0.00981617456302275,0.00813202597603227,115868.4921875,114850.89140625,1.371615052749999,20,0.199355
